query_id	corpus_id	rank
2764	332626	5
2764	315516	6
2764	419096	7
2764	417208	8
2764	442338	9
2764	378060	10
2765	190497	1
2765	8585	2
2765	251411	3
2765	459275	4
2765	67731	5
2765	1705	6
2765	576621	7
2765	244061	8
2765	170054	9
2765	255915	10
2768	125953	1
2768	241585	2
2768	2338	3
2768	121765	4
2768	5179	5
2768	171784	6
2768	329771	7
2768	141241	8
2768	48153	9
2768	34246	10
2772	156595	1
2772	400043	2
2772	494156	3
2772	409927	4
2772	64554	5
2772	92245	6
2772	487010	7
2772	4412	8
2772	310790	9
2772	220032	10
2773	95789	1
2773	585720	2
2773	915	3
2773	224689	4
2773	50000	5
2773	246582	6
2773	568771	7
2773	2206	8
2773	417	9
2773	525905	10
2774	115712	1
2774	5934	2
2774	147163	3
2774	436437	4
2774	63042	5
2774	427229	6
2774	86481	7
2774	10351	8
2774	211952	9
2774	52684	10
2775	110393	1
2775	24421	2
2775	2718	3
2775	417509	4
2775	433069	5
2775	548	6
2775	481601	7
2775	180	8
2775	65663	9
2775	241661	10
2776	245729	1
2776	267422	2
2776	47441	3
2776	23016	4
2776	113448	5
2776	344269	6
2776	43027	7
2776	111466	8
2776	509739	9
2776	79612	10
2779	5203	1
2779	15163	2
2779	20165	3
2779	170481	4
2779	110386	5
2779	300461	6
2779	145220	7
2779	13656	8
2779	456147	9
2779	351340	10
2781	15504	1
2781	108511	2
2781	593	3
2781	202459	4
2781	557457	5
2781	434519	6
2781	224801	7
2781	100668	8
2781	204176	9
2781	382452	10
2786	1897	1
2786	277210	2
2786	64025	3
2786	277563	4
2786	521688	5
2786	367730	6
2786	164801	7
2786	365804	8
2786	352927	9
2786	346852	10
2787	272695	1
2787	180247	2
2787	78162	3
2787	188839	4
2787	397426	5
2787	99862	6
2787	155676	7
2787	220583	8
2787	488326	9
2787	379642	10
2793	3750	1
2793	85622	2
2793	207997	3
2793	265843	4
2793	44955	5
2793	389004	6
2793	61768	7
2793	115862	8
2793	110282	9
2793	97010	10
2794	427926	1
2794	52978	2
2794	99751	3
2794	28758	4
2794	92442	5
2794	15262	6
2794	109754	7
2794	2565	8
2794	338701	9
2794	402327	10
2795	332152	1
2795	291578	2
2795	225395	3
2795	120394	4
2795	6595	5
2795	79153	6
2795	2128	7
2795	445573	8
2795	81148	9
2795	168890	10
2797	113451	1
2797	110862	2
2797	387010	3
2797	585562	4
2797	24394	5
2797	507107	6
2797	483942	7
2797	397059	8
2797	130649	9
2797	232282	10
2798	5191	1
2798	5203	2
2798	421743	3
2798	251701	4
2798	156326	5
2798	389221	6
2798	279845	7
2798	15800	8
2798	303225	9
2798	182719	10
2799	184646	1
2799	179808	2
2799	464477	3
2799	8709	4
2799	120837	5
2799	54400	6
2799	984	7
2799	387086	8
2799	168906	9
2799	192958	10
2803	50310	1
2803	136497	2
2803	556474	3
2803	445548	4
2803	9753	5
2803	12906	6
2803	299211	7
2803	1235	8
2803	299395	9
2803	30623	10
2804	542024	1
2804	553669	2
2804	310769	3
2804	15731	4
2804	443536	5
2804	34246	6
2804	14083	7
2804	411375	8
2804	4038	9
2804	565972	10
2806	42960	1
2806	221319	2
2806	112411	3
2806	526015	4
2806	1642	5
2806	266706	6
2806	310476	7
2806	283733	8
2806	12290	9
2806	597295	10
2807	536853	1
2807	76738	2
2807	8100	3
2807	449189	4
2807	402905	5
2807	207928	6
2807	162710	7
2807	145901	8
2807	102684	9
2807	419171	10
2813	4167	1
2813	2366	2
2813	51203	3
2813	235628	4
2813	139644	5
2813	125422	6
2813	169399	7
2813	202818	8
2813	163353	9
2813	33544	10
2815	56558	1
2815	79153	2
2815	332152	3
2815	43573	4
2815	49614	5
2815	53028	6
2815	399543	7
2815	47747	8
2815	287214	9
2815	39071	10
2816	6245	1
2816	3376	2
2816	135724	3
2816	92442	4
2816	299176	5
2816	9957	6
2816	8974	7
2816	12373	8
2816	328770	9
2816	2040	10
2817	289737	1
2817	2718	2
2817	440774	3
2817	322246	4
2817	1705	5
2817	512939	6
2817	22353	7
2817	518624	8
2817	108276	9
2817	68275	10
2818	417133	1
2818	264565	2
2818	77178	3
2818	26357	4
2818	308307	5
2818	3789	6
2818	84770	7
2818	32522	8
2818	15163	9
2818	2103	10
2819	390981	1
2819	11506	2
2819	94434	3
2819	79979	4
2819	19272	5
2819	81016	6
2819	180920	7
2819	115197	8
2819	13902	9
2819	318950	10
2821	47441	1
2821	180192	2
2821	408763	3
2821	391361	4
2821	220032	5
2821	514581	6
2821	57392	7
2821	498751	8
2821	120691	9
2821	170481	10
2823	350927	1
2823	7951	2
2823	346537	3
2823	24323	4
2823	53649	5
2823	176383	6
2823	93972	7
2823	67146	8
2823	176017	9
2823	346042	10
2824	104859	1
2824	527698	2
2824	5191	3
2824	452405	4
2824	5219	5
2824	3373	6
2824	2565	7
2824	581889	8
2824	265453	9
2824	481817	10
2826	431799	1
2826	450228	2
2826	11311	3
2826	206841	4
2826	11601	5
2826	8012	6
2826	332719	7
2826	243457	8
2826	41926	9
2826	240215	10
2827	593	1
2827	55791	2
2827	131224	3
2827	196997	4
2827	572685	5
2827	78000	6
2827	55880	7
2827	65887	8
2827	491707	9
2827	327729	10
2828	140966	1
2828	510863	2
2828	41793	3
2828	11659	4
2828	116934	5
2828	3173	6
2828	131451	7
2828	54400	8
2828	115862	9
2828	469198	10
2829	14461	1
2829	537222	2
2829	444749	3
2829	256035	4
2829	138575	5
2829	13885	6
2829	450099	7
2829	48269	8
2829	450184	9
2829	933	10
2830	91405	1
2830	523310	2
2830	390751	3
2830	190385	4
2830	332064	5
2830	217478	6
2830	217242	7
2830	387141	8
2830	47714	9
2830	124230	10
2832	60261	1
2832	543312	2
2832	92038	3
2832	2040	4
2832	569565	5
2832	132839	6
2832	172305	7
2832	127665	8
2832	1181	9
2832	59682	10
2833	4044	1
2833	587727	2
2833	108890	3
2833	11401	4
2833	7423	5
2833	475	6
2833	1203	7
2833	2653	8
2833	27671	9
2833	155053	10
2834	227748	1
2834	3279	2
2834	466472	3
2834	479420	4
2834	184299	5
2834	65587	6
2834	313696	7
2834	47985	8
2834	32172	9
2834	45970	10
2835	80894	1
2835	72024	2
2835	51203	3
2835	105373	4
2835	363043	5
2835	4883	6
2835	272547	7
2835	520098	8
2835	257609	9
2835	42438	10
2837	22394	1
2837	9656	2
2837	358795	3
2837	7712	4
2837	182272	5
2837	234890	6
2837	331653	7
2837	101103	8
2837	310056	9
2837	143728	10
2838	1134	1
2838	10409	2
2838	240373	3
2838	539021	4
2838	2369	5
2838	547401	6
2838	258790	7
2838	42814	8
2838	411334	9
2838	122061	10
2839	41852	1
2839	43088	2
2839	118232	3
2839	1873	4
2839	137444	5
2839	11126	6
2839	266323	7
2839	171135	8
2839	283202	9
2839	640	10
2840	62360	1
2840	725	2
2840	386225	3
2840	69197	4
2840	3095	5
2840	28425	6
2840	357	7
2840	149900	8
2840	58291	9
2840	202532	10
2841	125940	1
2841	187586	2
2841	106070	3
2841	424272	4
2841	99751	5
2841	77178	6
2841	187464	7
2841	8200	8
2841	357717	9
2841	449101	10
2844	280204	1
2844	89181	2
2844	368587	3
2844	233732	4
2844	278197	5
2844	32744	6
2844	125613	7
2844	509266	8
2844	81843	9
2844	2648	10
2845	6356	1
2845	202645	2
2845	41322	3
2845	33883	4
2845	523949	5
2845	478242	6
2845	369419	7
2845	190891	8
2845	5587	9
2845	291214	10
2846	309171	1
2846	354638	2
2846	2875	3
2846	3155	4
2846	21975	5
2846	9152	6
2846	346852	7
2846	213887	8
2846	17469	9
2846	9216	10
2848	268069	1
2848	164391	2
2848	37636	3
2848	89523	4
2848	113871	5
2848	467539	6
2848	6891	7
2848	9772	8
2848	117875	9
2848	1705	10
2849	76850	1
2849	34318	2
2849	25835	3
2849	113018	4
2849	268489	5
2849	223502	6
2849	52532	7
2849	59503	8
2849	570854	9
2849	212624	10
2851	50000	1
2851	985	2
2851	160448	3
2851	285864	4
2851	164908	5
2851	4006	6
2851	191925	7
2851	107887	8
2851	393467	9
2851	413229	10
2853	45190	1
2853	15169	2
2853	88575	3
2853	160140	4
2853	345954	5
2853	3279	6
2853	363741	7
2853	8891	8
2853	1034	9
2853	83230	10
2854	1705	1
2854	269184	2
2854	204187	3
2854	216274	4
2854	422421	5
2854	360003	6
2854	332338	7
2854	2103	8
2854	192516	9
2854	581780	10
2855	163566	1
2855	17166	2
2855	218696	3
2855	181652	4
2855	104934	5
2855	590310	6
2855	367577	7
2855	144109	8
2855	507476	9
2855	37725	10
2859	269061	1
2859	456470	2
2859	148440	3
2859	263088	4
2859	51205	5
2859	301636	6
2859	76285	7
2859	77016	8
2859	527636	9
2859	586759	10
2860	416378	1
2860	170294	2
2860	750	3
2860	158968	4
2860	593	5
2860	18889	6
2860	106249	7
2860	14478	8
2860	13800	9
2860	421114	10
2861	4883	1
2861	31801	2
2861	142960	3
2861	13718	4
2861	63649	5
2861	27484	6
2861	4038	7
2861	149339	8
2861	815	9
2861	14083	10
2863	15518	1
2863	236749	2
2863	32182	3
2863	9354	4
2863	80392	5
2863	55890	6
2863	151033	7
2863	150277	8
2863	430356	9
2863	11126	10
2864	105787	1
2864	221978	2
2864	14731	3
2864	115484	4
2864	9471	5
2864	3550	6
2864	5049	7
2864	349906	8
2864	2626	9
2864	54275	10
2865	45970	1
2865	188497	2
2865	286335	3
2865	9354	4
2865	70185	5
2865	107424	6
2865	106620	7
2865	14277	8
2865	93882	9
2865	469599	10
2867	246586	1
2867	119161	2
2867	595796	3
2867	37635	4
2867	120082	5
2867	232736	6
2867	484201	7
2867	340947	8
2867	404339	9
2867	322645	10
2868	97836	1
2868	94076	2
2868	473658	3
2868	558544	4
2868	153660	5
2868	400196	6
2868	14421	7
2868	122679	8
2868	31703	9
2868	174310	10
2872	254158	1
2872	72321	2
2872	234510	3
2872	271772	4
2872	577703	5
2872	411606	6
2872	411063	7
2872	257168	8
2872	431685	9
2872	189887	10
2873	43302	1
2873	283374	2
2873	408181	3
2873	597053	4
2873	53665	5
2873	80994	6
2873	298997	7
2873	117451	8
2873	119456	9
2873	12782	10
2875	21764	1
2875	132	2
2875	532629	3
2875	419558	4
2875	571800	5
2875	531499	6
2875	16895	7
2875	1705	8
2875	302420	9
2875	269184	10
2877	98532	1
2877	64128	2
2877	217785	3
2877	116804	4
2877	159682	5
2877	531963	6
2877	591344	7
2877	6891	8
2877	212390	9
2877	211646	10
2878	253960	1
2878	36534	2
2878	175819	3
2878	10531	4
2878	10526	5
2878	47795	6
2878	122581	7
2878	104254	8
2878	294	9
2878	266323	10
2879	581257	1
2879	483218	2
2879	8260	3
2879	513502	4
2879	9116	5
2879	77573	6
2879	242560	7
2879	47579	8
2879	96396	9
2879	229913	10
2881	16175	1
2881	379487	2
2881	125	3
2881	315334	4
2881	333334	5
2881	402306	6
2881	104577	7
2881	74287	8
2881	232944	9
2881	133054	10
2882	115484	1
2882	5203	2
2882	19233	3
2882	334111	4
2882	516187	5
2882	297274	6
2882	14731	7
2882	266358	8
2882	592094	9
2882	335859	10
2883	244097	1
2883	50000	2
2883	4783	3
2883	495600	4
2883	88952	5
2883	6439	6
2883	597571	7
2883	107887	8
2883	310112	9
2883	393467	10
2887	25582	1
2887	548467	2
2887	260677	3
2887	158426	4
2887	372223	5
2887	261101	6
2887	390972	7
2887	288167	8
2887	51046	9
2887	8857	10
2888	107504	1
2888	5203	2
2888	112154	3
2888	2875	4
2888	557870	5
2888	111594	6
2888	504384	7
2888	62862	8
2888	279845	9
2888	42044	10
2889	39125	1
2889	466678	2
2889	11414	3
2889	750	4
2889	142960	5
2889	45387	6
2889	271080	7
2889	438	8
2889	396035	9
2889	97852	10
2890	369612	1
2890	140330	2
2890	66941	3
2890	92941	4
2890	101220	5
2890	310361	6
2890	64578	7
2890	2128	8
2890	216243	9
2890	366841	10
2894	80769	1
2894	461527	2
2894	9085	3
2894	14776	4
2894	3283	5
2894	192083	6
2894	425	7
2894	479426	8
2894	44847	9
2894	268257	10
2896	99865	1
2896	463885	2
2896	93248	3
2896	177137	4
2896	67379	5
2896	184337	6
2896	421848	7
2896	35388	8
2896	294199	9
2896	239061	10
2897	11311	1
2897	119117	2
2897	125	3
2897	316363	4
2897	294199	5
2897	478710	6
2897	277	7
2897	295861	8
2897	185686	9
2897	581634	10
2901	559927	1
2901	15487	2
2901	470861	3
2901	275376	4
2901	7748	5
2901	45970	6
2901	542795	7
2901	168006	8
2901	201736	9
2901	32781	10
2902	245729	1
2902	260817	2
2902	15202	3
2902	2460	4
2902	47441	5
2902	23016	6
2902	423871	7
2902	6341	8
2902	316051	9
2902	170481	10
2904	444620	1
2904	332626	2
2904	80769	3
2904	46737	4
2904	198730	5
2904	461527	6
2904	1011	7
2904	14065	8
2904	122185	9
2904	397510	10
2905	100199	1
2905	384532	2
2905	146969	3
2905	22360	4
2905	395721	5
2905	157157	6
2905	138102	7
2905	41052	8
2905	77088	9
2905	30259	10
2906	171819	1
2906	27303	2
2906	181425	3
2906	72024	4
2906	324564	5
2906	315060	6
2906	116436	7
2906	6574	8
2906	176786	9
2906	322995	10
2907	224665	1
2907	318201	2
2907	140966	3
2907	41793	4
2907	336917	5
2907	216783	6
2907	544381	7
2907	462831	8
2907	19433	9
2907	325118	10
2913	111412	1
2913	140500	2
2913	526568	3
2913	91398	4
2913	2460	5
2913	92144	6
2913	573615	7
2913	171761	8
2913	219033	9
2913	404833	10
2914	25194	1
2914	164982	2
2914	375606	3
2914	67816	4
2914	54945	5
2914	60486	6
2914	3059	7
2914	468755	8
2914	517305	9
2914	1198	10
2915	200690	1
2915	37133	2
2915	221058	3
2915	572951	4
2915	135896	5
2915	562489	6
2915	163896	7
2915	5219	8
2915	96725	9
2915	41807	10
2918	515365	1
2918	530318	2
2918	2633	3
2918	487918	4
2918	106239	5
2918	481166	6
2918	269006	7
2918	5054	8
2918	224366	9
2918	536345	10
2919	333583	1
2919	368062	2
2919	369672	3
2919	84441	4
2919	104955	5
2919	598414	6
2919	485315	7
2919	42491	8
2919	138	9
2919	179459	10
2920	526661	1
2920	66858	2
2920	11311	3
2920	561999	4
2920	159703	5
2920	196427	6
2920	537371	7
2920	276333	8
2920	81353	9
2920	88575	10
2921	65702	1
2921	390529	2
2921	81843	3
2921	520963	4
2921	773	5
2921	8570	6
2921	3778	7
2921	294	8
2921	158	9
2921	664	10
2924	196992	1
2924	578625	2
2924	578427	3
2924	460230	4
2924	42301	5
2924	22653	6
2924	281865	7
2924	249097	8
2924	335136	9
2924	501153	10
2925	504703	1
2925	9748	2
2925	39819	3
2925	47054	4
2925	239820	5
2925	509936	6
2925	42329	7
2925	536126	8
2925	105468	9
2925	47859	10
2926	231469	1
2926	3533	2
2926	41809	3
2926	599157	4
2926	168036	5
2926	170932	6
2926	84560	7
2926	526681	8
2926	23414	9
2926	140226	10
2927	53200	1
2927	12329	2
2927	409537	3
2927	2103	4
2927	451501	5
2927	34884	6
2927	220032	7
2927	104160	8
2927	551099	9
2927	63649	10
2929	85466	1
2929	17731	2
2929	20662	3
2929	285502	4
2929	14493	5
2929	40069	6
2929	452837	7
2929	23172	8
2929	34246	9
2929	451501	10
2930	399382	1
2930	557870	2
2930	5191	3
2930	5203	4
2930	308307	5
2930	15604	6
2930	417133	7
2930	36801	8
2930	122493	9
2930	289483	10
2933	39263	1
2933	84151	2
2933	63042	3
2933	374518	4
2933	237188	5
2933	438	6
2933	218067	7
2933	643	8
2933	374224	9
2933	408628	10
2934	287896	1
2934	69171	2
2934	263174	3
2934	1897	4
2934	23828	5
2934	367185	6
2934	413078	7
2934	2981	8
2934	25069	9
2934	95207	10
2936	55305	1
2936	20791	2
2936	190606	3
2936	35282	4
2936	219033	5
2936	302823	6
2936	985	7
2936	1528	8
2936	343	9
2936	90632	10
2937	189678	1
2937	115408	2
2937	93073	3
2937	96110	4
2937	192652	5
2937	517313	6
2937	557550	7
2937	4602	8
2937	1565	9
2937	423754	10
2938	14732	1
2938	356835	2
2938	565428	3
2938	212827	4
2938	181608	5
2938	16606	6
2938	209684	7
2938	489659	8
2938	357	9
2938	288	10
2939	176017	1
2939	88973	2
2939	220972	3
2939	93972	4
2939	533122	5
2939	292748	6
2939	5219	7
2939	78623	8
2939	2205	9
2939	69306	10
2941	21174	1
2941	271102	2
2941	310992	3
2941	547033	4
2941	184070	5
2941	368165	6
2941	6439	7
2941	141935	8
2941	293083	9
2941	129149	10
2943	536196	1
2943	57033	2
2943	396038	3
2943	501276	4
2943	17107	5
2943	416286	6
2943	127015	7
2943	218747	8
2943	209209	9
2943	57516	10
2944	593	1
2944	11311	2
2944	239	3
2944	272590	4
2944	10103	5
2944	172251	6
2944	23142	7
2944	148346	8
2944	176822	9
2944	17827	10
2945	349705	1
2945	153285	2
2945	25440	3
2945	436875	4
2945	138849	5
2945	7428	6
2945	593	7
2945	18967	8
2945	509936	9
2945	42329	10
2947	4783	1
2947	17906	2
2947	372782	3
2947	122485	4
2947	84645	5
2947	264	6
2947	594483	7
2947	188167	8
2947	985	9
2947	2205	10
2949	557603	1
2949	65698	2
2949	252843	3
2949	68524	4
2949	423171	5
2949	406789	6
2949	477476	7
2949	97852	8
2949	453257	9
2949	99434	10
2952	26836	1
2952	477823	2
2952	5856	3
2952	16210	4
2952	8578	5
2952	664	6
2952	18200	7
2952	67968	8
2952	214296	9
2952	22653	10
2953	555794	1
2953	169267	2
2953	30394	3
2953	253945	4
2953	190699	5
2953	167322	6
2953	1577	7
2953	265267	8
2953	8048	9
2953	2430	10
2954	4038	1
2954	79411	2
2954	216274	3
2954	593	4
2954	32282	5
2954	279151	6
2954	343	7
2954	1034	8
2954	1394	9
2954	333755	10
2955	8643	1
2955	9522	2
2955	725	3
2955	15951	4
2955	294	5
2955	10258	6
2955	158	7
2955	562211	8
2955	371309	9
2955	340791	10
2956	18317	1
2956	2825	2
2956	21885	3
2956	269064	4
2956	475668	5
2956	458427	6
2956	473949	7
2956	30623	8
2956	242008	9
2956	143593	10
2959	205423	1
2959	565157	2
2959	386839	3
2959	178386	4
2959	380635	5
2959	108591	6
2959	108974	7
2959	82024	8
2959	51491	9
2959	241085	10
2960	65835	1
2960	212783	2
2960	41793	3
2960	1705	4
2960	248651	5
2960	454810	6
2960	126756	7
2960	84963	8
2960	55666	9
2960	2528	10
2962	198945	1
2962	23774	2
2962	84528	3
2962	30596	4
2962	4331	5
2962	2003	6
2962	382295	7
2962	1705	8
2962	128878	9
2962	29192	10
2965	200468	1
2965	74402	2
2965	119059	3
2965	330711	4
2965	314252	5
2965	494034	6
2965	204176	7
2965	458370	8
2965	461004	9
2965	106578	10
2966	195372	1
2966	996	2
2966	481654	3
2966	482684	4
2966	46894	5
2966	209707	6
2966	103720	7
2966	3173	8
2966	14776	9
2966	67536	10
2969	47441	1
2969	2460	2
2969	170481	3
2969	365899	4
2969	42044	5
2969	5203	6
2969	479095	7
2969	76248	8
2969	326094	9
2969	287571	10
2972	407410	1
2972	259948	2
2972	100655	3
2972	463631	4
2972	548067	5
2972	275408	6
2972	379683	7
2972	30946	8
2972	70853	9
2972	30464	10
2976	219208	1
2976	88575	2
2976	45190	3
2976	574383	4
2976	482955	5
2976	3279	6
2976	32172	7
2976	55769	8
2976	39407	9
2976	40158	10
2977	15070	1
2977	74688	2
2977	305065	3
2977	173212	4
2977	85252	5
2977	251980	6
2977	92894	7
2977	107584	8
2977	551610	9
2977	25906	10
2978	180834	1
2978	25582	2
2978	71144	3
2978	474460	4
2978	221435	5
2978	496524	6
2978	96791	7
2978	553647	8
2978	116817	9
2978	21872	10
2983	115210	1
2983	361889	2
2983	162263	3
2983	80657	4
2983	69171	5
2983	6543	6
2983	376518	7
2983	355990	8
2983	107747	9
2983	568013	10
2984	303325	1
2984	79807	2
2984	149420	3
2984	14986	4
2984	1219	5
2984	17114	6
2984	225818	7
2984	85484	8
2984	73846	9
2984	445039	10
2987	185460	1
2987	110343	2
2987	59670	3
2987	182042	4
2987	45970	5
2987	281763	6
2987	180196	7
2987	520963	8
2987	3279	9
2987	347523	10
2990	187675	1
2990	63649	2
2990	280483	3
2990	2103	4
2990	493043	5
2990	455	6
2990	16747	7
2990	19180	8
2990	588569	9
2990	17906	10
2991	58753	1
2991	984	2
2991	457013	3
2991	542022	4
2991	5587	5
2991	571265	6
2991	188530	7
2991	589	8
2991	190844	9
2991	175367	10
2992	497060	1
2992	399345	2
2992	725	3
2992	3118	4
2992	84213	5
2992	15785	6
2992	9876	7
2992	131224	8
2992	188232	9
2992	63882	10
2995	222665	1
2995	153664	2
2995	490223	3
2995	304857	4
2995	533825	5
2995	54333	6
2995	524134	7
2995	34035	8
2995	528361	9
2995	17215	10
2996	10128	1
2996	31182	2
2996	498649	3
2996	295142	4
2996	277	5
2996	238500	6
2996	1315	7
2996	302829	8
2996	410453	9
2996	1034	10
2997	11192	1
2997	1168	2
2997	1982	3
2997	2430	4
2997	47832	5
2997	180185	6
2997	476798	7
2997	318558	8
2997	66183	9
2997	389028	10
2999	50041	1
2999	111466	2
2999	71424	3
2999	92038	4
2999	97275	5
2999	293083	6
2999	334750	7
2999	58433	8
2999	565972	9
2999	1145	10
3002	321941	1
3002	115648	2
3002	8200	3
3002	296516	4
3002	309913	5
3002	228488	6
3002	249097	7
3002	186575	8
3002	506743	9
3002	267904	10
3004	227903	1
3004	6356	2
3004	418328	3
3004	362445	4
3004	351925	5
3004	85265	6
3004	107348	7
3004	65180	8
3004	336277	9
3004	1705	10
3009	15951	1
3009	455851	2
3009	71424	3
3009	265477	4
3009	34246	5
3009	316515	6
3009	2430	7
3009	386720	8
3009	10284	9
3009	389179	10
3010	231268	1
3010	135873	2
3010	531395	3
3010	245654	4
3010	748	5
3010	8764	6
3010	530	7
3010	15376	8
3010	288	9
3010	92039	10
3012	593	1
3012	552678	2
3012	174625	3
3012	358469	4
3012	22742	5
3012	4066	6
3012	369496	7
3012	223382	8
3012	10531	9
3012	450910	10
3015	509218	1
3015	41793	2
3015	3173	3
3015	149210	4
3015	490223	5
3015	187085	6
3015	526158	7
3015	54333	8
3015	101599	9
3015	11311	10
3016	313392	1
3016	397059	2
3016	35674	3
3016	34338	4
3016	39108	5
3016	272137	6
3016	65599	7
3016	440506	8
3016	280081	9
3016	81335	10
3019	4457	1
3019	421114	2
3019	427322	3
3019	262521	4
3019	401819	5
3019	295184	6
3019	343872	7
3019	329101	8
3019	290019	9
3019	262358	10
3021	13153	1
3021	14644	2
3021	480628	3
3021	7998	4
3021	525132	5
3021	257374	6
3021	334850	7
3021	41094	8
3021	69739	9
3021	445072	10
3023	215486	1
3023	414088	2
3023	3118	3
3023	4933	4
3023	13260	5
3023	503780	6
3023	72024	7
3023	7733	8
3023	113623	9
3023	15785	10
3024	260603	1
3024	257703	2
3024	79153	3
3024	546277	4
3024	65875	5
3024	257168	6
3024	37725	7
3024	93638	8
3024	51086	9
3024	231999	10
3025	105543	1
3025	254684	2
3025	326329	3
3025	294	4
3025	67731	5
3025	22268	6
3025	459275	7
3025	312765	8
3025	403969	9
3025	38094	10
3026	294997	1
3026	581422	2
3026	353583	3
3026	229573	4
3026	322443	5
3026	475338	6
3026	167214	7
3026	292741	8
3026	41962	9
3026	357427	10
3028	129988	1
3028	55305	2
3028	449131	3
3028	183839	4
3028	26695	5
3028	9814	6
3028	4066	7
3028	33990	8
3028	2460	9
3028	444543	10
3029	180855	1
3029	570787	2
3029	477646	3
3029	322806	4
3029	153989	5
3029	279072	6
3029	89084	7
3029	378137	8
3029	502495	9
3029	8901	10
3030	537930	1
3030	407726	2
3030	19224	3
3030	366541	4
3030	403514	5
3030	40414	6
3030	440213	7
3030	521780	8
3030	432280	9
3030	179733	10
3032	517201	1
3032	75642	2
3032	70357	3
3032	152939	4
3032	76028	5
3032	336917	6
3032	439248	7
3032	9085	8
3032	69873	9
3032	26584	10
3034	531750	1
3034	24829	2
3034	482815	3
3034	334391	4
3034	594051	5
3034	379023	6
3034	6454	7
3034	255414	8
3034	472484	9
3034	21225	10
3035	407433	1
3035	275410	2
3035	44547	3
3035	36156	4
3035	475	5
3035	294	6
3035	15618	7
3035	64456	8
3035	962	9
3035	1145	10
3037	105687	1
3037	451092	2
3037	11311	3
3037	1852	4
3037	593	5
3037	10558	6
3037	246882	7
3037	236778	8
3037	530	9
3037	566234	10
3041	322784	1
3041	16292	2
3041	263440	3
3041	372808	4
3041	32455	5
3041	418815	6
3041	128322	7
3041	416225	8
3041	47016	9
3041	51086	10
3042	84963	1
3042	302022	2
3042	264	3
3042	541809	4
3042	462831	5
3042	2656	6
3042	255491	7
3042	283079	8
3042	68524	9
3042	14488	10
3044	85672	1
3044	252843	2
3044	423171	3
3044	162630	4
3044	194090	5
3044	247473	6
3044	316951	7
3044	101877	8
3044	223170	9
3044	111354	10
3045	1897	1
3045	69171	2
3045	20283	3
3045	72445	4
3045	164227	5
3045	263174	6
3045	118383	7
3045	6106	8
3045	478026	9
3045	251370	10
3046	126479	1
3046	556191	2
3046	64237	3
3046	725	4
3046	72846	5
3046	62079	6
3046	95397	7
3046	580512	8
3046	251713	9
3046	333755	10
3047	233805	1
3047	157816	2
3047	24917	3
3047	165848	4
3047	401753	5
3047	575869	6
3047	10755	7
3047	480402	8
3047	474318	9
3047	187155	10
3048	463907	1
3048	421039	2
3048	187464	3
3048	306149	4
3048	61103	5
3048	140481	6
3048	269769	7
3048	51803	8
3048	8200	9
3048	174315	10
3050	108012	1
3050	119034	2
3050	403848	3
3050	487438	4
3050	324269	5
3050	503419	6
3050	56907	7
3050	40229	8
3050	387908	9
3050	55901	10
3052	1218	1
3052	5191	2
3052	203544	3
3052	18373	4
3052	36801	5
3052	529786	6
3052	172305	7
3052	138645	8
3052	6113	9
3052	169287	10
3053	444218	1
3053	493645	2
3053	267789	3
3053	91082	4
3053	85447	5
3053	687	6
3053	100	7
3053	366961	8
3053	109639	9
3053	178823	10
3055	59697	1
3055	263361	2
3055	530	3
3055	125568	4
3055	593	5
3055	106684	6
3055	275943	7
3055	333755	8
3055	178	9
3055	177959	10
3056	35270	1
3056	228010	2
3056	28072	3
3056	479939	4
3056	6024	5
3056	1366	6
3056	296799	7
3056	168051	8
3056	287652	9
3056	460498	10
3057	3118	1
3057	107068	2
3057	120649	3
3057	21465	4
3057	441568	5
3057	217472	6
3057	111354	7
3057	9876	8
3057	102995	9
3057	118707	10
3058	307158	1
3058	185405	2
3058	488258	3
3058	224782	4
3058	408932	5
3058	504918	6
3058	89807	7
3058	10882	8
3058	440806	9
3058	311748	10
3059	21530	1
3059	132219	2
3059	115197	3
3059	400738	4
3059	138575	5
3059	319477	6
3059	6891	7
3059	473963	8
3059	244888	9
3059	404840	10
3063	3750	1
3063	165855	2
3063	393580	3
3063	185148	4
3063	192529	5
3063	29306	6
3063	141141	7
3063	193266	8
3063	200928	9
3063	543522	10
3064	9522	1
3064	196478	2
3064	292788	3
3064	74560	4
3064	338454	5
3064	285449	6
3064	89872	7
3064	340537	8
3064	478	9
3064	414892	10
3066	4739	1
3066	74517	2
3066	204485	3
3066	110465	4
3066	123520	5
3066	381557	6
3066	422468	7
3066	219550	8
3066	249106	9
3066	20461	10
3068	323498	1
3068	145614	2
3068	117921	3
3068	377477	4
3068	27105	5
3068	2286	6
3068	217442	7
3068	405178	8
3068	285733	9
3068	1136	10
3076	2460	1
3076	121063	2
3076	47441	3
3076	6341	4
3076	23016	5
3076	42044	6
3076	170481	7
3076	15163	8
3076	12247	9
3076	578738	10
3083	567201	1
3083	412	2
3083	991	3
3083	509650	4
3083	250166	5
3083	446932	6
3083	30343	7
3083	34358	8
3083	138	9
3083	7632	10
3084	42960	1
3084	1642	2
3084	526015	3
3084	112411	4
3084	597295	5
3084	310476	6
3084	191566	7
3084	320320	8
3084	180572	9
3084	62290	10
3086	66858	1
